"","prolificID","participant","NRemoved","repeatAgree","musicianYN","EmotionalContent","Contour","Dissonance","IntervalVariety","IntervalSize","ImpliedHarmony","Other","Gender","Age","HoursWeekListen","HoursWeekListenJazz","GenresListen","InstrumentYN","Instrument0w","AgeStoppedInstrument","FormalTrainingTypes","YearsFormalTraining","AgeStartedTraining","PrimaryInstrument","AgeStartedPrimary","PrimaryProficiency","PrimaryYears","PrimaryFormalYears","OtherInst1","OtherInst1Years","OtherInst2","OtherInst2Years","OtherInst3","OtherInst3Years","OtherInst4","OtherInst4Years","OtherInst5","OtherInst5Years","ImpProficiency","YearsFormalImp","YearsTheory","GenresPlayed","PrimaryGenre","PlayHours611","ImpHours611","PlayHours1217","ImpHours1217","PlayHours18","ImpHours18","PlayHoursNow","ImpHoursNow","PercentImp","Comments"
"36","5e64af9a8bd03f21ff4a869c","JN_39",8,0.610169492,1,1,2,2,3,3,5,NA,2,44,30,1,"Rock,Pop,Classical",1,1,NA,"Instrument lessons,Music theory lessons,Composition lessons,Music coursework (high school),Music coursework (college)",20,2,"violin",4,"7",40,20,"Piano","41",NA,NA,NA,NA,NA,NA,NA,NA,"3",0,16,"Pop,Classical","musical theatre",15,1,21,1,24,1,18,1,3,"I'm a professional violinist.Obviously I'm not working at the moment (due to Covid 19) but I'm still practicing, though not playing as much as I usually would!"
"37","5e67c30d1787b303c855ceaa","JN_40",10,0.728813559,1,2,5,5,1,2,5,"Not knowingly",2,28,3,0,"Rock,Classical,Punk,Reggae",1,1,NA,"Instrument lessons,Music theory lessons",4,9,"Piano",11,"2",6,4,"Guitar","2",NA,NA,NA,NA,NA,NA,NA,NA,"1",0,2,"Rock,Pop,Classical","Classical",5,0.5,2,0.5,2,0.5,2,0.7,35,"Best of luck with your research!"
"38","5e838275f46ab00bbde7bf4c","JN_41",11,0.576271186,0,5,3,5,3,5,1,NA,2,20,5,0,"Pop,Country,R&B and Soul,Electronic/dance,Latin",1,0,13,"Children's music classes/lessons",3,10,"flute",10,"2",3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",0,3,"Classical","classical",1,0,1,0,0,0,0,0,0,NA
"39","5e8783b0fde5153fbd9dca43","JN_42",11,0.576271186,1,5,3,2,3,2,5,"no",2,21,25,3,"Rock,Country,Classical,Folk",1,1,NA,"Music coursework (high school)",3,11,"piano",19,"2",2,0,"flute","3","harmonica","1",NA,NA,NA,NA,NA,NA,"2",0,3,"Jazz,Classical,Folk","classic",0,0,3,0,2,1,2,0,20,"This study was kind of relaxing"
"40","5e95f77b95ab5a05a38aa301","JN_43",14,0.508474576,1,3,5,5,5,5,5,"Yes, I tried to hear when the melodies had the same pattern but in the different pitch.",2,19,119,10,"Pop,Hip Hop,Classical",1,1,NA,"Instrument lessons",9,10,"guitar",10,"5",9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2,1,"Pop,Country,Jazz,Latin","pop",20,5,10,3,4,1,1,0,29,"Everything went well."
"41","5e9d4cea9a706b26f7bd3799","JN_44",6,0.576271186,0,2,3,5,3,2,3,NA,1,68,8,0,"Pop",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","5ea3ef637e4bd537fe45cf6c","JN_45",7,0.593220339,1,2,3,3,5,5,5,"Differences in major and minor keys.",2,19,23,0,"Pop,Hip Hop,Electronic/dance,Classical",1,1,NA,"Instrument lessons,Music theory lessons,Composition lessons,Music coursework (high school),Music coursework (college)",10,6,"Flute",6,"4",13,3,"Piano","2",NA,NA,NA,NA,NA,NA,NA,NA,"2",0,0,"Jazz,Classical","Classical",10,1,13,2,4,0,2,0,15,"It may be helpful to expand the trial questions from 5 to 10 - to get a better field for study."
"43","5ea93d40fb690101aa21e97a","JN_46",7,0.661016949,1,3,3,5,5,3,5,"I replayed them in my head to see if they make a 'logical' phrase.",2,30,10,0,"Rock,Pop,Electronic/dance,Classical,Metal",1,1,NA,"Instrument lessons,Music theory lessons,Music coursework (high school),Children's music classes/lessons",6,10,"piano",10,"3",8,6,"piano","8","guitar","1",NA,NA,NA,NA,NA,NA,"1",0,2,"Rock,Pop,Classical","classical",7,2,15,4,0,0,1,0,0,NA
"44","5ea990b19e16b70b2c85bd55","JN_47",8,0.745762712,1,1,2,2,5,5,5,"The repetition of certain notes or if the second sequence sounded like the rest of the tune",2,30,30,1,"Rock,Pop,Country,R&B and Soul,Jazz,Classical",1,1,NA,"Instrument lessons",2,15,"drums",14,"5",6,2,"cello","1","voice","20","guitar","5",NA,NA,NA,NA,"3",0,1,"Rock,Pop,Classical","rock",1,0,3,1,2,1,1,0,15,NA
"45","5ea9c1f55ce96d106af147a7","JN_48",7,0.542372881,0,1,5,2,5,5,5,"Don't know how to describe it because I don't know much about music, but I think overall there was this ""something"" that just bonded the melodies, or in some case didn't.",1,20,14,0,"Rock,Hip Hop,Classical,Metal",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"It was a very different study than other and I'm just curious what are you guys looking for. Also the breaks were an awesome addition, many reaserches don't include them, but you did and it helped me stay focused."
"46","5eb1e01d8fb92e14c7109490","JN_49",10,0.559322034,1,1,5,5,5,5,2,"No",1,27,30,0,"Rock,Pop,Electronic/dance,Classical,Metal",1,1,NA,"Instrument lessons,Music theory lessons,Composition lessons,Music coursework (high school),External examinations",15,5,"Piano",5,"6",22,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",0,5,"Pop,Classical","Classical",25,0,25,0,10,0,5,0,0,NA
"47","5eb278ce4602871c6d7e335d","JN_50",17,0.559322034,1,2,2,5,2,3,3,"na",2,19,9,1,"Rock,Electronic/dance,Jazz",1,1,NA,"Instrument lessons,Music theory lessons",6,10,"piano",10,"4",9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",0,2,"Jazz,Classical","classical",5,0,6,1,2,0,2,0,9,NA
"48","5eb2e03e93516108a92d3d96","JN_51",13,0.593220339,0,5,5,5,5,5,5,"sounds similar",2,30,20,0,"Pop,R&B and Soul,Hip Hop,Bollywood/Bhangra/Pollywood",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"good survey"
"49","5eb537cf52e1a6042b3ec928","JN_52",7,0.525423729,1,1,2,5,5,5,5,"No, just focusing on the above, especially the implied harmonies",2,32,20,1,"Classical",1,1,NA,"Instrument lessons,Music theory lessons,Composition lessons,Music coursework (high school),Music coursework (college),Children's music classes/lessons,Music School",18,3,"Harp/Violin joint 1st study",3,"7",29,16,"Harp","25","Violin","29","piano","7",NA,NA,NA,NA,"5",3,4,"Jazz,Classical,Folk,Latin","Classical",40,3,75,5,30,2,24,1,8,"It was very interesting."
"50","5ebbf1a8e5dc9e023a19010c","JN_53",7,0.711864407,1,2,3,5,5,3,5,"I have tried to feel if they got along together well one after the other.",1,18,20,0,"Pop,Electronic/dance,Classical,Folk",1,1,NA,"Instrument lessons,Children's music classes/lessons",150,7,"Trumpet",12,"3",6,5,"Euphonium","4",NA,NA,NA,NA,NA,NA,NA,NA,"1",0,0,"Jazz,Classical,Blues","Classical",1,0,3,0,3,3,0,0,0,NA
"51","5ebe6d9aad61fb02ea09617f","JN_54",8,0.627118644,0,3,5,5,3,2,5,NA,1,26,14,1,"Rock,Pop,Hip Hop",1,0,12,"Instrument lessons,Music theory lessons,Children's music classes/lessons",4,8,"piano",8,"1",2,2,"flute","3",NA,NA,NA,NA,NA,NA,NA,NA,"1",0,4,"Classical","classic",5,0,1,0,0,0,0,0,3,NA
"52","5ebec1f4c83ba4267efd2fa7","JN_55",2,0.711864407,1,1,1,5,2,1,1,NA,2,25,10,0,"Rock,Pop,Metal",1,1,NA,"Children's music classes/lessons",3,13,"guitar",23,"2",2,0,"guitar","2",NA,NA,NA,NA,NA,NA,NA,NA,"1",0,0,"Rock,Metal","metal",0,0,0,0,6,0,6,0,0,NA
"53","5ecb09cc5bb88d670255817a","JN_57",9,0.728813559,1,2,5,3,5,5,2,"No",2,18,6,0,"Rock,Hip Hop",1,1,NA,"Instrument lessons,Music coursework (high school),Music coursework (past college)",9,9,"Clarinet",9,"5",9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",0,0,"Classical","Classical",3,0,7,1,1,0,1,0,5,NA
"54","5ed5207609f397073de84058","JN_61",9,0.627118644,0,1,1,1,1,3,1,"The tone or I tried to look out for the same sort of rhythm",2,24,10,0,"Rock,Pop,Country,R&B and Soul,Hip Hop,Electronic/dance",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","5eda19fa68ef200309777c96","JN_62",7,0.576271186,0,1,2,2,5,5,5,NA,2,19,10,0,"Pop,Electronic/dance,Latin",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Different from surveys I have done before - very interesting!"
"56","5ee6fa42c0f3bc48f6eefffd","JN_64",9,0.610169492,1,3,3,5,5,5,5,"No",2,26,5,1,"Rock,Pop,Electronic/dance,Classical",1,1,NA,"Instrument lessons,Music theory lessons,Music coursework (past college)",13,5,"Violin",5,"4",16,13,"Violin","16","Piano","3",NA,NA,NA,NA,NA,NA,"1",0,2,"Pop,Electronic/dance,Classical","Classical",7,0,5,0,1,0,3,0,0,NA
